date,likeCount,retweetCount,replyCount,source
2019-04-11 07:09:00+00:00,Hotspot carried my entire work day with zero issues. Zero. #TMobile,22259,1334,315,Twitter for Android
2025-10-13 19:26:00+00:00,I used to ration data… now I stream in 4K on cellular like a menace. #T-Mobile,1695,1953,126,Twitter for iPhone
2021-07-16 14:28:14+00:00,@TMobileHelp Streaming on TMobile data is a game of chance. #TMobile,45530,1343,249,Twitter for iPhone
2023-09-21 08:22:48+00:00,"@TMobile TMobile in my city is unbeatable right now, others gotta catch up.",50871,437,235,Twitter for Android
2022-11-22 09:00:59+00:00,Switched my family plan and everyone noticed the difference instantly.,33563,1291,237,Twitter Web App
2024-03-19 17:47:44+00:00,@TMobile T-Mobile really said 'let’s actually take care of our customers' and meant it.,14949,355,177,Twitter Web App
2016-11-25 04:59:15+00:00,"@TMobileHelp Honestly blown away by the 5G speeds today, feels unreal! #TMobile",52427,2004,195,Twitter for iPhone
2020-01-20 10:35:31+00:00,"@TMobileHelp Had doubts before switching, now I'm wondering why I waited so long. #T-Mobile",31712,1496,155,Twitter Web App
2016-09-13 17:20:58+00:00,@TMobileHelp Waiting for a reason to upgrade honestly. #TMobile,47316,1783,289,Twitter for Android
2024-10-09 22:52:45+00:00,@TMobileHelp Finally a carrier that actually improves instead of getting worse over time 🙌,53572,1531,119,Twitter for iPhone
2018-11-08 13:05:07+00:00,"@TMobileHelp I don’t need 5G Ultra, I need 5G that works. #T-Mobile",37717,223,89,Twitter Web App
2020-03-26 01:00:56+00:00,Finally a carrier that actually improves instead of getting worse over time 🙌 #T-Mobile,797,1138,19,Twitter for iPhone
2023-07-05 23:49:12+00:00,5G so strong it should pay rent on my phone. #T-Mobile,23110,1384,13,Twitter for iPhone
2015-06-30 06:57:01+00:00,I pay for 5G but receive thoughts and prayers instead. #T-Mobile,33619,285,310,Twitter for iPhone
2016-04-10 22:24:53+00:00,@TMobileBusiness T-Mobile support answered faster than my friends do. #TMobile,52156,2398,16,Twitter for iPhone
2021-06-28 05:24:59+00:00,@TMobileBusiness T-Mobile really said 'let’s actually take care of our customers' and meant it.,17582,2163,192,Twitter Web App
2025-06-05 04:06:28+00:00,@TMobileBusiness Data transferring slower than generational trauma.,2081,2206,161,Twitter for Android
2017-08-04 06:26:00+00:00,@TMobileBusiness Airport WiFi is officially useless to me now. TMobile is faster.,45642,39,132,Twitter for Android
2017-01-27 13:28:23+00:00,@TMobile T-Mobile app opened. I saw numbers. I moved on.,3264,2078,272,Twitter for Android
2020-07-28 15:16:53+00:00,@TMobileBusiness Connectivity on a spiritual level only. #T-Mobile,4556,1049,174,Twitter for iPhone
2018-01-17 17:55:16+00:00,@TMobileHelp Hotspot carried my entire work day with zero issues. Zero.,15128,2369,307,Twitter for iPhone
2019-11-25 11:07:03+00:00,@TMobileBusiness Why is TMobile faster in the woods than my home WiFi 😭 #T-Mobile,49223,1956,142,Twitter Web App
2015-12-09 03:52:21+00:00,My phone service used to stress me out… now it just works. Thank you TMobile.,47242,1679,171,Twitter Web App
2024-11-29 22:23:05+00:00,Monthly payment ✅ Service exists ✅ That’s all I check. #T-Mobile,28014,588,216,Twitter Web App
2016-10-21 10:41:36+00:00,@TMobileBusiness Support transfer #6 and I still have no answers. #TMobile,46035,381,47,Twitter for iPhone
2019-08-30 07:57:38+00:00,One day I’ll have stable internet. Today is not that day.,49806,771,79,Twitter for iPhone
2024-06-19 10:48:43+00:00,"@TMobileBusiness Had an issue, tweeted at support, got a fix in minutes. 10/10 experience.",38412,815,34,Twitter for Android
2023-10-31 15:55:34+00:00,@TMobile T-Mobile really testing my emotional resilience.,28102,1932,258,Twitter for Android
2018-08-31 23:25:37+00:00,"I livestreamed an entire concert on T-Mobile data, not a single lag spike. #TMobile",8967,1813,166,Twitter for Android
2016-07-20 14:47:42+00:00,Never thought I’d say this but… my mobile carrier makes me happy???,17845,1303,235,Twitter for Android
2019-06-09 03:25:08+00:00,@TMobileBusiness Curious if 5G actually drains more battery. #TMobile,14338,60,114,Twitter Web App
2016-07-03 12:54:53+00:00,TMobile understood the assignment and did the extra credit. #T-Mobile,645,1249,176,Twitter for Android
2022-05-19 05:34:52+00:00,@TMobileBusiness At this point my phone signal is more imaginary than real. #T-Mobile,21203,1279,192,Twitter Web App
2018-07-25 01:58:33+00:00,"@TMobile I miss when dropping calls was rare, not a lifestyle. #TMobile",30985,1909,121,Twitter Web App
2015-02-26 20:54:02+00:00,@TMobileHelp I pay for 5G but receive thoughts and prayers instead. #TMobile,8455,143,218,Twitter Web App
2024-08-10 07:04:14+00:00,My bill went down and my speeds went up… what kind of magic is this? #TMobile,6382,1335,202,Twitter for Android
2016-06-23 22:02:28+00:00,@TMobileHelp Average carrier experience so far. #T-Mobile,45752,1845,207,Twitter for iPhone
2024-02-27 04:58:57+00:00,@TMobileHelp Shoutout to the TMobile tech who fixed my network in legit 3 minutes. Legend.,52555,152,215,Twitter for iPhone
2025-10-27 02:59:37+00:00,Coverage? ✅ Speed? ✅ Price? ✅ Customer care? ✅ We love balance.,46649,510,296,Twitter for iPhone
2022-03-27 20:40:48+00:00,@TMobileBusiness Went on a road trip through 3 states and never lost reception once. Impressive.,22513,1720,285,Twitter for iPhone
2016-10-05 05:05:31+00:00,My connection speed is basically Morse code. #T-Mobile,48856,865,64,Twitter for iPhone
2018-09-04 02:50:06+00:00,@TMobileBusiness Data so good I forgot WiFi passwords even exist.,41812,982,62,Twitter for iPhone
2024-02-13 18:45:53+00:00,TMobile telling me to restart my phone like I didn't try that 12 times already. #TMobile,47965,1663,129,Twitter for iPhone
2018-04-18 08:06:17+00:00,@TMobileHelp Customer support giving me side quest energy.,46955,1883,141,Twitter for Android
2024-06-01 01:27:17+00:00,@TMobileBusiness Call drops more frequent than my motivation. #T-Mobile,11308,38,84,Twitter for iPhone
2020-05-19 20:42:31+00:00,@TMobileBusiness TMobile support answered faster than my friends do.,13941,937,101,Twitter for Android
2022-11-06 07:07:39+00:00,@TMobileBusiness Customer support being kind AND helpful? We love to see it. #T-Mobile,50150,1612,177,Twitter for iPhone
2017-09-17 22:24:54+00:00,@TMobile Finally watching YouTube without 4 buffering pauses per minute.,28560,761,114,Twitter for iPhone
2017-06-09 23:02:38+00:00,"TMobile came in clutch, best carrier experience I’ve ever had.",40662,51,25,Twitter for iPhone
2015-10-07 08:01:14+00:00,@TMobileHelp Finally watching YouTube without 4 buffering pauses per minute. #TMobile,56073,0,38,Twitter Web App
2015-06-18 01:17:14+00:00,@TMobileHelp If loading screens were a personality trait. #TMobile,11634,360,151,Twitter for iPhone
2025-09-16 05:19:43+00:00,The future is 5G and TMobile brought it early. #T-Mobile,4427,2063,229,Twitter for Android
2022-12-07 13:20:09+00:00,@TMobileHelp Another autopay survived.,21744,1639,67,Twitter for Android
2017-12-27 00:50:23+00:00,"@TMobile Officially a T-Mobile fan account now, idc. #TMobile",24278,295,133,Twitter for iPhone
2022-10-06 00:39:24+00:00,@TMobileBusiness Service so good I thought I was on WiFi 😭 #TMobile,9950,1085,162,Twitter Web App
2020-05-21 02:30:58+00:00,@TMobileBusiness T-Mobile deserves credit where it’s due — network game STRONG.,5261,2242,48,Twitter Web App
2019-06-05 22:47:29+00:00,@TMobileHelp Switched to TMobile and haven’t regretted it one bit. #TMobile,7430,94,107,Twitter for Android
2021-02-23 10:46:31+00:00,@TMobileHelp Customer support giving me side quest energy. #TMobile,46898,2,161,Twitter for Android
2022-08-12 22:14:51+00:00,@TMobileBusiness I have full bars but nothing loads… make it make sense TMobile. #TMobile,33692,1502,194,Twitter Web App
2022-07-23 13:00:41+00:00,@TMobileHelp I can make calls in places I didn't even know were *allowed* to have signal.,17770,1213,239,Twitter for Android
2019-08-23 12:37:07+00:00,"@TMobileBusiness T-Mobile bill just hit, looks normal. #T-Mobile",40693,742,131,Twitter for iPhone
2016-02-13 11:55:44+00:00,@TMobileBusiness Can we normalize functioning cell towers please? #TMobile,24426,2111,184,Twitter for Android
2022-04-10 05:14:05+00:00,Connectivity on a spiritual level only.,41394,1433,107,Twitter Web App
2020-05-27 03:33:35+00:00,"@TMobileHelp Coverage is coverage, nothing wild to report.",39049,2401,317,Twitter Web App
2022-06-04 18:39:09+00:00,"@TMobileBusiness Coverage is coverage, nothing wild to report.",12310,1015,65,Twitter for Android
2018-06-04 14:54:48+00:00,@TMobile The 5G UC icon might be the most beautiful thing I've ever seen on my phone. #TMobile,1299,2426,168,Twitter for Android
2015-06-01 06:35:34+00:00,@TMobileHelp TMobile really testing my emotional resilience. #T-Mobile,55453,2183,77,Twitter for Android
2023-08-06 05:05:24+00:00,@TMobileBusiness The lack of coverage is personal now. #T-Mobile,40518,1536,304,Twitter for Android
2020-07-31 21:09:58+00:00,"I don’t need 5G Ultra, I need 5G that works. #T-Mobile",31008,1210,311,Twitter Web App
2022-07-14 16:09:49+00:00,@TMobileHelp Data so good I forgot WiFi passwords even exist. #TMobile,49531,813,148,Twitter Web App
2023-04-01 05:33:26+00:00,@TMobile This network is playing hide and seek and I’m losing. #T-Mobile,11156,1037,296,Twitter for iPhone
2016-09-11 16:58:05+00:00,@TMobile Switched to TMobile and haven’t regretted it one bit. #T-Mobile,23806,206,260,Twitter for iPhone
2020-10-05 06:37:55+00:00,"@TMobile New phone, same carrier. Life moves on. #T-Mobile",15922,1025,293,Twitter for Android
2017-04-25 21:07:51+00:00,@TMobile Support transfer #6 and I still have no answers. #TMobile,23511,830,257,Twitter Web App
2022-12-02 23:42:31+00:00,"@TMobile T-Mobile reminder text received, mentally noted. #TMobile",4541,67,270,Twitter for Android
2024-08-07 17:38:34+00:00,@TMobileHelp Went on a road trip through 3 states and never lost reception once. Impressive. #T-Mobile,25708,878,66,Twitter Web App
2019-06-25 02:52:46+00:00,@TMobileBusiness Curious how the new plans compare this year. #TMobile,45479,1978,2,Twitter for iPhone
2025-10-04 11:59:20+00:00,No news is good news with phone service. #TMobile,5332,1935,214,Twitter Web App
2020-05-15 11:58:05+00:00,@TMobile My phone service used to stress me out… now it just works. Thank you TMobile. #TMobile,48462,2138,291,Twitter Web App
2022-09-24 23:03:46+00:00,"Insane coverage even in the middle of nowhere, respect. #TMobile",26869,221,193,Twitter for Android
2016-01-02 06:55:55+00:00,"Phone bill paid, life continues. #TMobile",39902,753,12,Twitter for Android
2022-04-09 19:48:17+00:00,"@TMobileHelp Switch was seamless, pricing fair, service elite. Big win.",38473,286,180,Twitter Web App
2020-06-04 05:05:35+00:00,"I livestreamed an entire concert on TMobile data, not a single lag spike. #TMobile",5559,654,19,Twitter Web App
2021-10-08 13:05:26+00:00,@TMobileBusiness My network speed built like a school group project.,1306,151,53,Twitter Web App
2017-05-10 19:30:25+00:00,@TMobileBusiness No major updates from T-Mobile today.,24254,1342,243,Twitter for iPhone
2018-05-26 01:06:05+00:00,"@TMobileBusiness Might call support later, might not. #TMobile",33438,1567,10,Twitter Web App
2017-05-13 04:41:55+00:00,@TMobile Switched my family plan and everyone noticed the difference instantly. #TMobile,6627,2452,91,Twitter Web App
2015-12-28 02:40:01+00:00,@TMobile Streaming on T-Mobile data is a game of chance. #T-Mobile,4247,1336,301,Twitter Web App
2022-02-24 00:45:01+00:00,@TMobile Another autopay survived.,7960,2217,20,Twitter Web App
2024-02-28 03:20:55+00:00,@TMobileHelp Can we talk about how fast TMobile improved? Night and day difference. #TMobile,21971,1342,30,Twitter for Android
2015-09-28 17:43:59+00:00,@TMobileBusiness T-Mobile loading slower than movie theater nachos.,40157,2428,38,Twitter Web App
2021-05-04 02:10:06+00:00,@TMobile Considering international add-on for upcoming travel.,12684,600,4,Twitter Web App
2024-08-26 11:00:00+00:00,"Honestly blown away by the 5G speeds today, feels unreal!",34777,101,241,Twitter for iPhone
2023-03-26 14:39:08+00:00,"Switch was seamless, pricing fair, service elite. Big win. #TMobile",10028,1014,117,Twitter for iPhone
2018-09-09 10:00:20+00:00,At this point carrier pigeons send data faster. #T-Mobile,986,1517,84,Twitter for iPhone
2016-04-13 07:43:16+00:00,@TMobileHelp The future is 5G and T-Mobile brought it early. #TMobile,18736,372,166,Twitter for iPhone
2016-07-27 20:38:40+00:00,If slow internet was a sport I’d be undefeated. #TMobile,24741,392,17,Twitter Web App
2019-11-20 06:49:28+00:00,@TMobileBusiness Outages more common than my sleep schedule.,28335,1367,187,Twitter for Android
2023-03-09 00:25:27+00:00,@TMobileHelp Waiting for a reason to upgrade honestly. #T-Mobile,12053,2279,201,Twitter for iPhone
2015-01-06 00:44:39+00:00,Outages more common than my sleep schedule. #TMobile,36346,189,223,Twitter for Android
2023-05-03 17:08:26+00:00,@TMobileBusiness Customer service hold music is the only reliable thing about my network.,12333,42,22,Twitter for Android
2019-12-12 19:57:38+00:00,"@TMobile There’s fast, and then there’s T-Mobile 5G fast. #T-Mobile",14613,1963,240,Twitter Web App
2019-09-22 01:31:59+00:00,@TMobileBusiness I have full bars but nothing loads… make it make sense TMobile. #T-Mobile,53320,1760,123,Twitter Web App
2015-06-29 08:40:25+00:00,@TMobile One day I’ll have stable internet. Today is not that day.,18933,32,69,Twitter for Android
2019-12-13 18:15:34+00:00,"New phone, same carrier. Life moves on. #TMobile",20471,1827,286,Twitter for Android
2023-10-05 02:33:09+00:00,"No dropped calls, no buffering, no drama. Just service. Finally. #T-Mobile",49314,1537,251,Twitter Web App
2016-11-28 00:04:38+00:00,"@TMobileHelp 5 bars, 0 function. A tragic story in 4 words.",23540,1744,235,Twitter Web App
2024-02-15 23:56:33+00:00,@TMobileBusiness Thinking about upgrading but still comparing plans. #TMobile,54016,1366,317,Twitter for Android
2022-05-15 09:33:28+00:00,"@TMobile No dropped calls, no buffering, no drama. Just service. Finally. #T-Mobile",18879,1459,249,Twitter Web App
2024-10-18 01:22:50+00:00,@TMobile T-Mobile really said 'let’s actually take care of our customers' and meant it. #T-Mobile,3876,966,124,Twitter for iPhone
2024-08-16 07:50:48+00:00,"@TMobile T-Mobile service in rural areas is actually insane, major props.",50731,2169,147,Twitter for iPhone
2020-08-16 00:04:27+00:00,@TMobileBusiness Coverage map says 5G here but I’ll test later.,9195,2148,28,Twitter for Android
2015-11-22 23:16:55+00:00,@TMobileBusiness Considering international add-on for upcoming travel. #T-Mobile,40159,1371,45,Twitter for iPhone
2020-03-20 20:15:16+00:00,The buffering circle is my sleep paralysis demon. #TMobile,33541,2151,242,Twitter for Android
2016-12-22 02:19:04+00:00,@TMobileBusiness Switched to TMobile and haven’t regretted it one bit.,44731,2247,177,Twitter Web App
2018-01-09 09:13:53+00:00,@TMobile My data loading faster than my brain at this point.,7371,560,293,Twitter Web App
2019-12-14 15:55:37+00:00,@TMobileBusiness T-Mobile really said 'let’s actually take care of our customers' and meant it. #T-Mobile,52047,726,78,Twitter for Android
2019-02-10 08:51:02+00:00,"@TMobile Bill paid automatically, love that for me. #TMobile",25926,2340,296,Twitter Web App
2025-04-24 15:28:49+00:00,My signal got stage fright and never showed up.,16662,586,258,Twitter for iPhone
2019-06-23 22:28:32+00:00,"@TMobileBusiness Bill paid automatically, love that for me. #T-Mobile",1288,64,182,Twitter for iPhone
2019-11-12 20:02:36+00:00,Coverage said ‘not today bestie.’,2943,400,268,Twitter Web App
2024-03-20 10:08:04+00:00,@TMobileHelp Why is TMobile faster in the woods than my home WiFi 😭 #T-Mobile,24814,2046,184,Twitter for Android
2020-11-15 10:59:32+00:00,@TMobile Considering the Magenta plan but still thinking. #T-Mobile,463,1931,193,Twitter for Android
2023-10-12 20:14:48+00:00,Streaming on T-Mobile data is a game of chance.,27171,1643,209,Twitter for Android
2019-01-26 23:51:15+00:00,"@TMobileHelp I livestreamed an entire concert on TMobile data, not a single lag spike.",11927,415,225,Twitter for iPhone
2022-09-30 17:29:45+00:00,@TMobileBusiness T-Mobile data refusing to participate in society.,53549,192,272,Twitter for iPhone
2016-08-27 05:24:03+00:00,"TMobile store employee walked me through everything, elite customer care. #T-Mobile",44994,1284,218,Twitter for iPhone
2020-10-29 14:16:26+00:00,Switched to TMobile and haven’t regretted it one bit.,35589,899,144,Twitter for Android
2023-10-28 11:45:56+00:00,"@TMobileHelp 5 bars, 0 function. A tragic story in 4 words. #T-Mobile",20246,392,202,Twitter for iPhone
2017-02-11 14:17:43+00:00,@TMobileHelp Not to be dramatic but T-Mobile 5G kind of changed my life. #T-Mobile,11465,403,238,Twitter for iPhone
2025-06-27 21:59:54+00:00,"Not switching, not hyping. Just existing. #T-Mobile",12881,1815,124,Twitter for Android
2019-02-06 02:39:32+00:00,@TMobile TMobile or WiFi calling today? Undecided.,34467,1603,210,Twitter for iPhone
2019-02-08 13:53:39+00:00,"@TMobileHelp Big 'paid less, got more' energy from T-Mobile and I love that for me. #T-Mobile",48248,942,304,Twitter for Android
2019-05-01 15:05:09+00:00,"I fear I'm becoming a TMobile evangelist because wow, this is GOOD good. #T-Mobile",14866,281,11,Twitter for Android
2020-06-09 18:39:30+00:00,@TMobileBusiness Coverage map says 5G here but I’ll test later. #T-Mobile,8326,1830,79,Twitter Web App
2018-07-20 04:51:07+00:00,"I miss when dropping calls was rare, not a lifestyle. #TMobile",8368,1463,282,Twitter Web App
2015-07-01 09:52:33+00:00,"Insane coverage even in the middle of nowhere, respect.",54571,2156,209,Twitter Web App
2023-02-17 03:45:20+00:00,Data so good I forgot WiFi passwords even exist. #T-Mobile,54761,2061,248,Twitter for iPhone
2025-03-04 00:16:09+00:00,"@TMobile Had doubts before switching, now I'm wondering why I waited so long. #TMobile",55476,2162,212,Twitter for Android
2024-09-22 09:14:46+00:00,@TMobileHelp Phone works. Bill paid. No drama. Nice. #T-Mobile,22030,254,63,Twitter for iPhone
2019-08-23 21:35:03+00:00,@TMobileBusiness I refreshed Twitter 10 times just to post this complaint 😭 #TMobile,33164,2185,171,Twitter Web App
2023-04-20 19:42:43+00:00,@TMobileHelp Support transfer #6 and I still have no answers. #TMobile,39435,301,98,Twitter Web App
2020-07-24 11:20:07+00:00,Never thought I’d say this but… my mobile carrier makes me happy??? #T-Mobile,37050,1783,224,Twitter for iPhone
2017-05-13 21:08:48+00:00,@TMobileBusiness The real test was live streaming on the highway. TMobile passed with flying colors. #T-Mobile,43308,528,292,Twitter for iPhone
2024-03-11 22:06:22+00:00,"I fear I'm becoming a T-Mobile evangelist because wow, this is GOOD good. #T-Mobile",12042,398,220,Twitter Web App
2016-03-12 09:36:33+00:00,@TMobile My network speed built like a school group project. #TMobile,40441,560,113,Twitter for Android
2019-09-07 17:24:14+00:00,@TMobileBusiness Download speeds just hit 700mbps... TMobile cooking fr. #TMobile,48733,840,292,Twitter for iPhone
2024-07-16 13:00:16+00:00,"@TMobileHelp New phone, same carrier. Life moves on.",15930,153,252,Twitter for Android
2021-01-30 14:51:10+00:00,Hotspot carried my entire work day with zero issues. Zero. #T-Mobile,48682,1173,30,Twitter Web App
2019-12-06 00:49:29+00:00,@TMobileHelp T-Mobile telling me to restart my phone like I didn't try that 12 times already. #TMobile,28163,1785,206,Twitter for Android
2025-07-22 01:11:27+00:00,@TMobile Not to be dramatic but T-Mobile 5G kind of changed my life.,24573,1015,246,Twitter Web App
2016-06-01 15:29:51+00:00,@TMobileBusiness T-Mobile went from 5G to 'why me?' real quick. #T-Mobile,55249,136,235,Twitter for Android
2021-06-28 14:42:47+00:00,@TMobileBusiness My data loading faster than my brain at this point. #T-Mobile,14287,23,42,Twitter for iPhone
2024-04-05 18:04:36+00:00,Considering international add-on for upcoming travel. #T-Mobile,45066,1230,80,Twitter Web App
2020-10-16 03:43:23+00:00,@TMobile 5G shouldn’t be this slow in 2025… what is happening T-Mobile?,53160,1877,86,Twitter Web App
2024-07-11 21:16:33+00:00,@TMobileHelp I can make calls in places I didn't even know were *allowed* to have signal. #T-Mobile,32242,2293,33,Twitter for iPhone
2018-10-28 20:41:38+00:00,@TMobile TMobile fixing problems I didn’t even know I had. #TMobile,16600,1202,294,Twitter for Android
2019-08-19 20:43:29+00:00,@TMobileBusiness Mentally compiling plan comparison charts.,26171,344,78,Twitter Web App
2024-02-10 18:45:56+00:00,I’m starting to think I pay my bill out of charity at this point.,26505,1512,64,Twitter for Android
2015-11-24 01:33:17+00:00,@TMobileHelp Airport WiFi is officially useless to me now. T-Mobile is faster. #TMobile,33012,2314,81,Twitter for iPhone
2017-04-07 06:08:56+00:00,"@TMobileBusiness No dropped calls, no buffering, no drama. Just service. Finally. #TMobile",2261,2372,9,Twitter Web App
2023-09-18 19:57:01+00:00,@TMobile Can we normalize functioning cell towers please?,3831,1154,182,Twitter Web App
2022-11-03 12:00:34+00:00,@TMobileBusiness Debating if 5G UC really matters. #T-Mobile,35266,2073,270,Twitter for iPhone
2018-04-19 04:11:42+00:00,"@TMobile TMobile behaving today, appreciate that. #TMobile",18429,1160,178,Twitter for Android
2018-09-02 10:06:09+00:00,@TMobileBusiness My data loading faster than my brain at this point.,188,2218,44,Twitter for Android
2016-02-02 15:24:27+00:00,@TMobileHelp Switched to TMobile and haven’t regretted it one bit. #T-Mobile,34687,1623,248,Twitter for iPhone
2019-06-17 15:28:17+00:00,@TMobile TMobile support answered faster than my friends do. #TMobile,15622,683,276,Twitter Web App
2020-07-06 18:51:51+00:00,"Dropped calls build character, apparently.",15774,933,280,Twitter Web App
2019-12-16 19:10:43+00:00,@TMobile Average carrier experience so far. #TMobile,4510,454,21,Twitter for iPhone
2017-06-21 10:19:36+00:00,"@TMobileBusiness Might switch plans, still deciding. #TMobile",27274,386,262,Twitter for Android
2019-04-24 18:58:48+00:00,@TMobile T-Mobile loading slower than movie theater nachos. #TMobile,20975,2041,102,Twitter for iPhone
2018-10-13 06:35:18+00:00,"Customer support actually solved my issue first try, rare W! #T-Mobile",14707,1139,309,Twitter for Android
2018-06-19 17:15:38+00:00,@TMobileHelp The real test was live streaming on the highway. TMobile passed with flying colors.,49795,1371,43,Twitter Web App
2016-05-17 11:36:46+00:00,Left another carrier and immediately leveled up. No regrets. #TMobile,32788,1381,75,Twitter for iPhone
2024-04-21 15:18:24+00:00,"@TMobile Insane coverage even in the middle of nowhere, respect.",36216,1389,311,Twitter for iPhone
2016-10-19 22:38:30+00:00,"@TMobileBusiness Big 'paid less, got more' energy from T-Mobile and I love that for me. #TMobile",13244,1209,278,Twitter for Android
2017-01-23 16:55:37+00:00,@TMobile Curious how the new plans compare this year.,29773,2204,240,Twitter for Android
2015-06-15 14:00:53+00:00,@TMobileHelp Service is service. Carry on. #T-Mobile,32570,195,180,Twitter for Android
2019-03-05 15:49:04+00:00,@TMobile Waiting for a reason to upgrade honestly. #TMobile,30199,1256,133,Twitter for Android
2025-05-10 05:19:49+00:00,@TMobile Phone service functioning as intended today. #T-Mobile,41680,2163,193,Twitter for iPhone
2022-05-13 19:01:26+00:00,@TMobileBusiness Download speeds just hit 700mbps... TMobile cooking fr.,11755,418,110,Twitter for Android
2020-08-05 14:16:14+00:00,@TMobile Watching TikToks instantly load is my new personality trait. #T-Mobile,32306,2285,30,Twitter for Android
2017-05-31 01:48:54+00:00,@TMobile Switching to T-Mobile might be my smartest adult decision so far.,11853,543,126,Twitter for Android
2025-09-01 16:29:30+00:00,@TMobileHelp Watching TikToks instantly load is my new personality trait. #TMobile,32772,583,42,Twitter Web App
2023-01-26 11:24:23+00:00,@TMobileHelp Outages more common than my sleep schedule. #TMobile,39489,699,148,Twitter Web App
2025-02-01 03:43:41+00:00,I’m starting to think I pay my bill out of charity at this point. #T-Mobile,910,1419,308,Twitter Web App
2019-04-01 04:55:16+00:00,@TMobile Phone service functioning as intended today.,26913,562,61,Twitter Web App
2020-01-25 11:06:33+00:00,"Had an issue, tweeted at support, got a fix in minutes. 10/10 experience. #T-Mobile",54718,893,179,Twitter for iPhone
2017-09-11 17:40:29+00:00,"I don’t need 5G Ultra, I need 5G that works. #TMobile",33064,1699,198,Twitter Web App
2021-10-06 02:43:07+00:00,Another autopay survived. #TMobile,12119,2044,46,Twitter for iPhone
2021-05-06 12:16:31+00:00,@TMobileHelp Curious if 5G actually drains more battery. #TMobile,19311,2368,268,Twitter for Android
2023-08-11 22:49:07+00:00,"@TMobileBusiness I miss when dropping calls was rare, not a lifestyle. #T-Mobile",33557,2177,85,Twitter Web App
2018-04-29 16:17:07+00:00,"@TMobileBusiness Got a T-Mobile notification, reading it later.",38545,1153,237,Twitter for iPhone
2025-06-21 14:47:04+00:00,Never thought I’d say this but… my mobile carrier makes me happy??? #TMobile,11312,1720,21,Twitter Web App
2022-09-04 14:23:18+00:00,@TMobileHelp TMobile support answered faster than my friends do. #T-Mobile,6726,1447,129,Twitter for Android
2023-02-01 22:02:55+00:00,"@TMobileBusiness TMobile service in rural areas is actually insane, major props. #T-Mobile",20752,1467,76,Twitter for Android
2015-10-25 19:43:14+00:00,@TMobile Considering international add-on for upcoming travel. #T-Mobile,36513,388,291,Twitter Web App
2025-01-15 11:37:47+00:00,@TMobileHelp 5G shouldn’t be this slow in 2025… what is happening T-Mobile?,35876,564,185,Twitter Web App
2016-10-04 02:01:45+00:00,I just said 'wow' out loud at a speed test result. TMobile exceeding expectations. #TMobile,42440,980,90,Twitter Web App
2023-12-01 11:13:02+00:00,"@TMobile TMobile behaving today, appreciate that.",2520,1789,172,Twitter Web App
2020-02-23 13:25:52+00:00,"@TMobile Big 'paid less, got more' energy from TMobile and I love that for me. #T-Mobile",32642,149,260,Twitter for Android
2018-03-05 01:28:23+00:00,@TMobileHelp Phone service functioning as intended today. #TMobile,18069,1090,117,Twitter for Android
2022-04-29 00:11:27+00:00,@TMobile Data usage lower than expected this month. #T-Mobile,50742,2427,317,Twitter for Android
2021-07-14 02:56:19+00:00,"@TMobileBusiness TMobile service in rural areas is actually insane, major props. #TMobile",11671,565,117,Twitter for iPhone
2025-04-06 02:54:16+00:00,Shoutout to auto-pay for doing the heavy lifting. #T-Mobile,38426,1298,273,Twitter Web App
2023-07-21 10:07:15+00:00,@TMobileBusiness Phone service functioning as intended today. #T-Mobile,1577,2290,231,Twitter for iPhone
2025-10-09 11:21:25+00:00,@TMobileHelp Can we normalize functioning cell towers please? #TMobile,4448,1020,284,Twitter Web App
2016-12-05 22:37:13+00:00,@TMobileHelp TMobile really testing my emotional resilience.,5898,2234,261,Twitter for Android
2017-10-11 05:36:14+00:00,@TMobile Data so good I forgot WiFi passwords even exist. #T-Mobile,1655,2413,278,Twitter for iPhone
2018-08-21 04:56:11+00:00,@TMobileBusiness Monthly payment ✅ Service exists ✅ That’s all I check. #T-Mobile,49280,665,10,Twitter for Android
2023-08-06 04:52:47+00:00,"Not judging, just observing coverage bars. #TMobile",29122,1287,183,Twitter for Android
2025-08-22 00:23:18+00:00,@TMobile Data usage lower than expected this month.,18077,493,253,Twitter for iPhone
2015-09-20 20:12:13+00:00,@TMobile Customer support being kind AND helpful? We love to see it.,48769,1135,107,Twitter Web App
2018-07-26 09:17:10+00:00,"@TMobile Big 'paid less, got more' energy from T-Mobile and I love that for me. #TMobile",25939,1226,79,Twitter for Android
2023-01-09 04:16:26+00:00,@TMobileBusiness TMobile went from 5G to 'why me?' real quick. #TMobile,16890,1584,278,Twitter Web App
2024-08-22 23:09:14+00:00,"@TMobileBusiness I don’t need 5G Ultra, I need 5G that works. #TMobile",46967,533,184,Twitter for Android
2019-04-30 11:56:45+00:00,@TMobileBusiness Call drops more frequent than my motivation. #TMobile,7258,1533,268,Twitter for Android
2022-12-16 22:31:27+00:00,@TMobileHelp T-Mobile support answered faster than my friends do.,4028,2075,235,Twitter Web App
2021-07-15 20:21:58+00:00,@TMobileHelp I pay for 5G but receive thoughts and prayers instead. #T-Mobile,18697,794,184,Twitter for Android
2020-06-17 11:45:39+00:00,"Got a TMobile notification, reading it later. #T-Mobile",41690,1535,288,Twitter for Android
2019-05-18 09:44:50+00:00,@TMobile Another month of phone service achieved.,49389,2156,268,Twitter for iPhone
